cellID,x,y,depth,depth2,logslope,tpi,distance2canyons,distance2canyons2,seafloortemperature,seafloorcurrents_mean,npp_mean,seafloorsalinity
1475541,491500,2448500,-5.116418839,1.917421103,0.281106502,-0.010452572,-0.32294178,-0.539484978,1.037776709,2.289787769,0.264041364,0.77128154
1475542,493500,2448500,-5.248892784,2.217819214,0.278989673,-0.018304829,-0.323132128,-0.539246857,1.007428885,1.908474684,0.237542748,0.770555735
1475543,495500,2448500,-5.375715733,2.516836405,0.241215497,-0.023211733,-0.323268145,-0.539076686,0.938595831,1.498780489,0.202167302,0.781329632
1475544,497500,2448500,-5.489914894,2.795661211,0.173146904,-0.017354228,-0.323349744,-0.538974524,0.856934488,1.079625964,0.17322509,0.795914114
1477583,-2092500,2446500,-5.499500751,2.81947875,0.82259804,2.686879396,2.689441442,3.460463524,0.767596662,0.689915895,-0.488415271,0.83760345
1477585,-2088500,2446500,-5.490128994,2.796192646,1.660351038,-1.203594446,2.682457924,3.433223724,0.81142205,0.384069651,-0.455569953,0.835403323
1477586,-2086500,2446500,-4.226324081,0.215512469,1.56192255,2.583156586,2.678974867,3.41966939,0.825921178,0.208791733,-0.421208858,0.834632158
1477587,-2084500,2446500,-3.7466681,-0.47317481,1.036176324,2.361966372,2.675497293,3.406156301,0.833281636,0.020666787,-0.409653723,0.834178507
1477588,-2082500,2446500,-3.763226986,-0.452065945,0.950358391,1.32423532,2.672025681,3.392687559,0.838262558,-0.171740398,-0.402237624,0.833815575
1477589,-2080500,2446500,-3.780444145,-0.429915965,0.946071982,1.604802012,2.668559551,3.379260063,0.844127536,-0.345692068,-0.402953774,0.832794905
1477590,-2078500,2446500,-3.966585636,-0.177279517,0.929168701,0.631661594,2.665099382,3.365876913,0.850287259,-0.513491869,-0.402100623,0.83152473
1477591,-2076500,2446500,-4.092909336,0.007894924,0.785479069,-0.198998138,2.661644936,3.352535963,0.85349834,-0.489367545,-0.38760078,0.831411302
1477592,-2074500,2446500,-3.987673998,-0.147138476,0.506920099,1.195300221,2.658196211,3.339237928,0.855726719,-0.40126884,-0.358901113,0.831683457
1477593,-2072500,2446500,-4.230606556,0.222381622,0.931678176,1.015214801,2.65475297,3.325981617,0.848932564,-0.365041912,-0.332847655,0.83352071
1477594,-2070500,2446500,-4.675599098,1.005689025,0.858490884,-0.065864086,2.651315689,3.312767982,0.839130878,-0.346105486,-0.32318452,0.835879624
1477595,-2068500,2446500,-4.889373302,1.430954695,0.14511928,-0.006068345,2.647884607,3.29959774,0.824225605,-0.424869895,-0.329045564,0.837921023
1477596,-2066500,2446500,-4.915076733,1.48422718,-0.633626819,0.412389308,2.644459009,3.286469698,0.807619035,-0.536201,-0.301595509,0.839848995
1477597,-2064500,2446500,-4.895375252,1.443353534,-0.026348269,1.14271009,2.64103961,3.273384809,0.781747341,-0.553232729,-0.271555781,0.841164529
1477598,-2062500,2446500,-5.082922935,1.843399048,0.838564813,1.46724546,2.637625933,3.260341644,0.752787352,-0.538831532,-0.247358024,0.842253268
1478855,451500,2446500,-5.52657032,2.887080431,0.40559411,0.178968474,-0.313472897,-0.551252663,0.5835495,-0.360152692,-0.052123833,0.847787619
1478856,453500,2446500,-5.424453735,2.634724617,0.400121331,0.107604071,-0.314732283,-0.549696386,0.653426945,-0.33743161,-0.065466896,0.83962214
1478857,455500,2446500,-5.321235657,2.387016296,0.367656618,0.064223528,-0.31594047,-0.548200786,0.745309651,-0.135429576,-0.07849694,0.828054368
1478858,457500,2446500,-5.219786167,2.150770903,0.312040806,0.047223181,-0.317097276,-0.54676652,0.844527423,0.126332432,-0.078914598,0.815352499
1478859,459500,2446500,-5.12501812,1.936551094,0.277727991,0.037801683,-0.318202317,-0.545394242,0.896121562,0.441986859,-0.073042378,0.809024274
1478860,461500,2446500,-5.033181667,1.734916091,0.303699702,0.031794496,-0.319255352,-0.544084668,0.931841195,0.775605261,-0.040742919,0.804828107
1478861,463500,2446500,-4.933599949,1.522903085,0.369696707,0.051803567,-0.320256054,-0.542838335,0.961140215,0.973100126,0.005086198,0.800359786
1478862,465500,2446500,-4.823387623,1.296296954,0.410014838,0.124521136,-0.321204156,-0.541655958,0.988299191,1.125220656,0.064921297,0.795823395
1478863,467500,2446500,-4.729587078,1.110088944,0.409424216,0.13316524,-0.322099507,-0.540537953,1.026483536,1.334440589,0.101372465,0.792148888
1478864,469500,2446500,-4.655723572,0.967764616,0.44882068,-0.01165244,-0.32294178,-0.539484978,1.068343043,1.562693596,0.121653795,0.788792014
1478865,471500,2446500,-4.526911259,0.728639245,0.515626729,0.187471956,-0.323730797,-0.538497508,1.103752017,1.839764953,0.133502573,0.788973451
1478866,473500,2446500,-4.419014931,0.537222803,0.53579706,0.180253446,-0.324466348,-0.53757596,1.137010813,2.133108616,0.143923581,0.790334344
1478867,475500,2446500,-4.334647179,0.393187106,0.511243641,0.232474253,-0.325148225,-0.536720872,1.157698154,1.99550581,0.143624485,0.797297716
1478868,477500,2446500,-4.325321198,0.377569854,0.483006954,0.146438941,-0.325776219,-0.5359326,1.174194932,1.714254737,0.137007385,0.806143641
1478869,479500,2446500,-4.36898756,0.451217353,0.44741717,0.070453733,-0.326350152,-0.535211563,1.193227053,0.925090671,0.012339598,0.810566604
1478870,481500,2446500,-4.443655014,0.580222785,0.396531463,0.034070805,-0.326869965,-0.534558117,1.213104367,-0.033376623,-0.111544304,0.813537955
1478871,483500,2446500,-4.539258957,0.751061976,0.348219633,0.010315768,-0.327335387,-0.533972621,1.183078766,0.337994337,-0.133664697,0.804351807
1478872,485500,2446500,-4.649227142,0.955429018,0.314900666,-0.002692057,-0.327746391,-0.533455312,1.136418939,1.152642131,-0.073114052,0.791082859
1478873,487500,2446500,-4.769976139,1.189517379,0.301102251,-0.007770372,-0.328102827,-0.53300637,1.101170659,1.793385029,0.161717758,0.782078147
1478874,489500,2446500,-4.89945507,1.451795101,0.296056241,-0.015692037,-0.328404546,-0.532626212,1.069726229,2.376159906,0.278768331,0.774479687
1478875,491500,2446500,-5.032690525,1.733853459,0.288497955,-0.016260585,-0.328651547,-0.532314897,1.039621949,2.235425472,0.258484572,0.771576405
1478876,493500,2446500,-5.166249275,2.0289855,0.269900441,-0.020542812,-0.328843772,-0.532072544,1.009964347,1.853522539,0.230861545,0.77026087
1478877,495500,2446500,-5.295218945,2.325749159,0.228554696,-0.026995422,-0.328981102,-0.531899333,0.949788749,1.440261245,0.198330119,0.778993428
1478878,497500,2446500,-5.414334297,2.610111952,0.166300148,-0.025305467,-0.329063505,-0.531795442,0.879440486,1.016547203,0.178777635,0.791060209
1478879,499500,2446500,-5.522950649,2.878011465,0.095985748,-0.020893477,-0.329090953,-0.531760812,0.774094343,0.994253039,0.159670934,0.81077075
1480917,-2092500,2444500,-5.190035343,2.082847357,-0.185518444,4.368262768,2.684924603,3.442835808,0.753727615,0.60154742,-0.474474013,0.837989032
1480920,-2086500,2444500,-4.775993824,1.201448917,1.617460489,2.135370493,2.674444914,3.402070999,0.816261709,0.187208831,-0.409643143,0.834790885
1480921,-2084500,2444500,-4.363051891,0.441127956,1.391829967,1.459825873,2.670962811,3.388568401,0.826178789,0.034570295,-0.366493821,0.834201157
1480922,-2082500,2444500,-4.404466629,0.51203227,1.312839627,0.000158838,2.667486668,3.375108719,0.833996832,-0.116504826,-0.373569399,0.833724856
1480923,-2080500,2444500,-4.462028027,0.612560928,1.23210454,-0.386077106,2.664016485,3.361693144,0.840206683,-0.270190537,-0.376818687,0.832704186
1480924,-2078500,2444500,-4.487416744,0.657633722,1.059202313,-0.501614511,2.660551786,3.348318815,0.845880568,-0.424746364,-0.373433322,0.83152473
1480925,-2076500,2444500,-4.476792812,0.638718307,0.842245519,-1.032725453,2.657092571,3.334986925,0.84908843,-0.451667935,-0.356592983,0.831411302
1480926,-2074500,2444500,-4.191726208,0.160482898,0.411164403,0.98660773,2.653639555,3.321699142,0.851474404,-0.436044961,-0.325533777,0.831660807
1480927,-2072500,2444500,-4.473372459,0.632645249,0.862187922,-0.20728226,2.650192261,3.30845356,0.845813394,-0.41536665,-0.280249029,0.833611429
1480928,-2070500,2444500,-4.934729576,1.525269628,0.73145771,-1.744938254,2.646750689,3.295249939,0.837470174,-0.393003255,-0.272697151,0.836106479
1480929,-2068500,2444500,-5.021882057,1.710512161,0.044880942,-0.751485825,2.643315077,3.282090425,0.825738847,-0.497233301,-0.290908068,0.838034391
1480930,-2066500,2444500,-5.053338528,1.778669834,0.064309649,-0.286488026,2.639885426,3.268972397,0.812878132,-0.643660963,-0.315388262,0.839803636
1480931,-2064500,2444500,-5.05358696,1.779210806,0.488022536,0.541440308,2.636461258,3.255896807,0.799052477,-0.666992068,-0.289417386,0.840461373
1480932,-2062500,2444500,-5.276656151,2.282322407,0.841362715,0.424037308,2.633043289,3.242864132,0.784905314,-0.649291277,-0.266217053,0.840756238
1482188,449500,2444500,-5.535640717,2.909845591,0.283767313,0.116689995,-0.317716956,-0.545997262,0.535238206,-0.526189268,-0.073697433,0.854773641
1482189,451500,2444500,-5.411744118,2.603823185,0.271594375,0.087081984,-0.319039136,-0.544353664,0.58211118,-0.528692544,-0.059583791,0.850645542
1482190,453500,2444500,-5.299034595,2.334704638,0.278134018,0.064877175,-0.320310146,-0.542770922,0.633316934,-0.503525317,-0.074097849,0.845610201
1482191,455500,2444500,-5.193162441,2.089957714,0.257104129,0.069440059,-0.321529597,-0.541249752,0.709280133,-0.359651029,-0.081138641,0.836242557
1482192,457500,2444500,-5.099588871,1.880131602,0.213048309,0.047148947,-0.322697163,-0.539790928,0.793495715,-0.1762079,-0.072741464,0.82544595
1482193,459500,2444500,-5.009939671,1.68481648,0.192165211,0.029822681,-0.323812485,-0.538395226,0.864162207,0.092144206,-0.052837562,0.815738082
1482194,461500,2444500,-4.915579319,1.48527348,0.216583267,0.023452153,-0.324875385,-0.537063122,0.930312455,0.388799071,-0.017986832,0.806415856
1482195,463500,2444500,-4.80873394,1.26680398,0.262912542,0.047209904,-0.325885504,-0.535795331,0.970262885,0.684873521,0.028857835,0.80065465
1482196,465500,2444500,-4.690451622,1.034207821,0.27533716,0.131029263,-0.326842576,-0.534592569,1.001480222,0.980754554,0.084884472,0.7960729
1482197,467500,2444500,-4.581305504,0.828208625,0.238098517,0.205402389,-0.327746391,-0.533455312,1.03888762,1.205620527,0.112688966,0.792579889
1482198,469500,2444500,-4.495757103,0.672538459,0.237667874,0.116872877,-0.328596681,-0.532384038,1.078358293,1.406814933,0.132500932,0.789449751
1482199,471500,2444500,-4.405890465,0.514490843,0.360350698,-0.054979268,-0.329393208,-0.531379461,1.109738231,1.643479347,0.137724146,0.789268315
1482200,473500,2444500,-4.242055893,0.240809754,0.439835131,0.246918231,-0.330135763,-0.53044194,1.138421297,1.891966939,0.143492624,0.790062189
1482201,475500,2444500,-4.132794857,0.068666391,0.396897882,0.354512542,-0.330824167,-0.52957195,1.157634735,1.761672497,0.140398502,0.796821415
1482202,477500,2444500,-4.119946957,0.048969936,0.404236525,0.252076834,-0.331458181,-0.52876997,1.17369175,1.505118012,0.129329994,0.805576622
1482203,479500,2444500,-4.18144083,0.144283816,0.434852451,0.123593457,-0.332037657,-0.528036356,1.189802885,0.771420836,0.074521825,0.809387147
1482204,481500,2444500,-4.280534744,0.303410113,0.427659005,0.061389234,-0.332562447,-0.527371526,1.20593214,-0.121323071,0.021986702,0.811564624
1482205,483500,2444500,-4.400937557,0.505943537,0.401920676,0.018683763,-0.33303237,-0.526775777,1.172747612,0.234355524,0.005421287,0.801017523
1482206,485500,2444500,-4.530707836,0.735522687,0.373566926,0.005682879,-0.333447307,-0.526249409,1.123125196,1.006172657,0.073398612,0.786251605
1482207,487500,2444500,-4.667457104,0.990120411,0.351902425,-0.002699902,-0.3338072,-0.525792658,1.091825724,1.63339901,0.234662443,0.778471708
1482208,489500,2444500,-4.80866766,1.266671062,0.330926418,-0.012881882,-0.334111869,-0.525405765,1.066633821,2.21242857,0.273402691,0.773028076
1482209,491500,2444500,-4.949546337,1.556389689,0.306072772,-0.013772731,-0.334361285,-0.525089025,1.039746523,2.121731758,0.252789885,0.770691812
1482210,493500,2444500,-5.088160992,1.854923606,0.275761843,-0.014967166,-0.334555328,-0.524842441,1.012294173,1.807794094,0.225377947,0.769398928
1482211,495500,2444500,-5.221666813,2.155085087,0.233333915,-0.017342158,-0.334693968,-0.52466619,0.965427101,1.433779001,0.195835099,0.775613785
1482212,497500,2444500,-5.347523689,2.449399948,0.174305454,-0.021467458,-0.334777176,-0.524560452,0.912088573,1.03973794,0.187549219,0.784323633
1482213,499500,2444500,-5.462920666,2.728935242,0.10846439,-0.015848357,-0.334804922,-0.524525225,0.820909739,1.040281892,0.174326524,0.801811397
1484255,-2084500,2442500,-5.144865513,1.980898023,1.4041816,0.311129004,2.666432142,3.371029615,0.815641344,0.036014855,-0.372808784,0.834518731
1484256,-2082500,2442500,-5.007983685,1.680616975,1.177541018,-0.282140642,2.662951231,3.357578754,0.826918006,-0.066006966,-0.354984999,0.833929002
1484257,-2080500,2442500,-4.990195751,1.642551899,0.945664346,-0.909646928,2.65947628,3.344172239,0.833432794,-0.191854909,-0.357183635,0.8330217
1484258,-2078500,2442500,-4.863111019,1.376998544,0.75875324,-0.596587539,2.65600729,3.330808163,0.83836025,-0.325644851,-0.352882832,0.83202374
1484259,-2076500,2442500,-4.698210239,1.049167156,0.788918316,-0.636095703,2.652544022,3.317487001,0.841185391,-0.423046499,-0.339822829,0.831978321
1484260,-2074500,2442500,-4.331263542,0.387514234,0.431171954,1.283679485,2.649086714,3.304209471,0.84330982,-0.508318841,-0.306416482,0.832250535
1484261,-2072500,2442500,-4.429120064,0.55480653,0.499054343,0.799478948,2.645634651,3.290972948,0.839752316,-0.516254604,-0.25876525,0.834178507
1484262,-2070500,2442500,-4.78433609,1.218030214,0.664090097,-0.51799798,2.642188787,3.277780056,0.834300816,-0.498411655,-0.237940162,0.836628139
1484263,-2068500,2442500,-4.93812418,1.532386065,0.352345556,-0.14579384,2.638748646,3.264629364,0.827742159,-0.601005256,-0.275080264,0.838283896
1484264,-2066500,2442500,-5.120727539,1.92699945,0.125090092,-0.664888918,2.635314465,3.251522064,0.820814371,-0.743744254,-0.297008902,0.839667499
1484265,-2064500,2442500,-5.277224064,2.283647537,0.421791643,-0.548372567,2.631886244,3.238456726,0.822196901,-0.776970804,-0.301432192,0.839440703
1484266,-2062500,2442500,-5.468488216,2.742655277,0.746041775,-0.268031895,2.628463745,3.22543478,0.826349437,-0.773693502,-0.279224098,0.838669538
1485522,449500,2442500,-5.471335888,2.749682188,0.299742013,0.047406059,-0.323268145,-0.539076686,0.54167825,-0.681572318,-0.077552162,0.855454147
1485523,451500,2442500,-5.328672886,2.404616594,0.272834569,0.049307261,-0.324602664,-0.537405074,0.57303673,-0.696051002,-0.068388641,0.854183912
1485524,453500,2442500,-5.197937965,2.10082984,0.238755137,0.081467114,-0.325885504,-0.535795331,0.602976322,-0.673437655,-0.082621135,0.852823019
1485525,455500,2442500,-5.08755827,1.85359633,0.169017628,0.095210664,-0.32711634,-0.534248233,0.654690802,-0.602004468,-0.080373198,0.846925735
1485526,457500,2442500,-5.000143051,1.663810968,0.102366656,0.047404852,-0.328294843,-0.532764494,0.713663459,-0.514298022,-0.063147888,0.839508772
1485527,459500,2442500,-4.918017864,1.490352631,0.088186175,0.006127697,-0.329420716,-0.531344712,0.808601558,-0.322174609,-0.030389043,0.825740814
1485528,461500,2442500,-4.825919628,1.301408172,0.119362287,0.000147068,-0.330493629,-0.529989779,0.915528119,-0.095245712,0.010216563,0.809863508
1485529,463500,2442500,-4.720425129,1.092229128,0.156126469,0.021163469,-0.331513315,-0.528700173,0.971593618,0.313557416,0.060070675,0.802333117
1485530,465500,2442500,-4.605548382,0.873247981,0.140373513,0.079908125,-0.332479537,-0.527476549,1.01070559,0.782984912,0.11338757,0.79759258
1485531,467500,2442500,-4.498102665,0.67673862,0.044500798,0.135864943,-0.333391994,-0.526319563,1.048832297,1.048568368,0.133238554,0.793872714
1485532,469500,2442500,-4.416678905,0.53316772,0.019473817,0.035733905,-0.33425042,-0.525229812,1.086630702,1.246204376,0.15000841,0.79051584
1485533,471500,2442500,-4.312240601,0.355766356,0.251190841,-0.062179986,-0.335054576,-0.524207771,1.113369107,1.450914979,0.151725575,0.789290965
1485534,473500,2442500,-4.136441231,0.074277923,0.37771979,0.221429497,-0.335804313,-0.523253918,1.136420846,1.657984018,0.150965884,0.788769305
1485535,475500,2442500,-3.982264042,-0.154900223,0.224693805,0.458214849,-0.336499363,-0.522368789,1.154393911,1.539318204,0.143262178,0.795233667
1485536,477500,2442500,-3.94331789,-0.210177004,0.192865476,0.403090328,-0.337139517,-0.521552861,1.170674086,1.312074542,0.13660486,0.804056942
1485537,479500,2442500,-4.010642052,-0.113958634,0.357293904,0.197345525,-0.337724626,-0.520806432,1.183055639,0.660684109,0.141982615,0.807096303
1485538,481500,2442500,-4.127428055,0.060424753,0.423268557,0.090001374,-0.338254482,-0.520129979,1.194137573,-0.132087737,0.157809794,0.80825305
1485539,483500,2442500,-4.266871929,0.281064332,0.427984923,0.032686554,-0.338729024,-0.51952374,1.158212423,0.176664889,0.14680782,0.796163619
1485540,485500,2442500,-4.414394379,0.529206514,0.410908341,0.012165364,-0.339148015,-0.518988192,1.106618285,0.852590382,0.189458743,0.779651165
1485541,487500,2442500,-4.566785336,0.801428556,0.389734507,-0.004625245,-0.339511395,-0.518523455,1.080270171,1.446833014,0.277046919,0.773527086
1485542,489500,2442500,-4.719802856,1.091018438,0.36304161,-0.013614599,-0.339819044,-0.518129826,1.062337399,2.013848543,0.267899722,0.770873308
1485543,491500,2442500,-4.870977402,1.393109918,0.329459339,-0.019489607,-0.340070903,-0.517807424,1.039297581,1.988261223,0.246720791,0.769398928
1485544,493500,2442500,-5.016664982,1.699274778,0.290807307,-0.014247729,-0.340266824,-0.517556548,1.014555335,1.765140533,0.221094981,0.768332899
1485545,495500,2442500,-5.157166004,2.008519888,0.245239705,-0.015716178,-0.340406835,-0.517377257,0.982547283,1.444642305,0.200226933,0.771871269
1485546,497500,2442500,-5.290104866,2.313760519,0.187792704,-0.020981597,-0.340490878,-0.517269611,0.948117256,1.091684937,0.199546486,0.776929379
1485547,499500,2442500,-5.413051128,2.606995344,0.121673398,-0.021833817,-0.340518862,-0.517233729,0.875223339,1.110226631,0.189326271,0.791468441
1485548,501500,2442500,-5.52580595,2.885164261,0.053515587,-0.021064887,-0.340490878,-0.517269611,0.789508164,1.252600551,0.1664211,0.809160352
1487590,-2082500,2440500,-5.412271976,2.605104923,0.865439534,-0.484764427,2.658419371,3.340097904,0.817120612,-0.201001018,-0.351876646,0.833860934
1487591,-2080500,2440500,-5.205184937,2.117358685,0.531885326,-0.492771804,2.65493989,3.326700211,0.825090468,-0.281591356,-0.344055295,0.832862914
1487592,-2078500,2440500,-5.0288167,1.72547853,0.420250475,-0.203688666,2.65146637,3.313346863,0.831270695,-0.369240582,-0.338700533,0.831819594
1487593,-2076500,2440500,-4.875175953,1.401726246,0.691116393,-0.248085007,2.64799881,3.300035954,0.836011529,-0.499385357,-0.32683453,0.832069099
1487594,-2074500,2440500,-4.603717327,0.869832277,0.814899504,0.587813854,2.644536972,3.286767721,0.840272605,-0.643695295,-0.301563442,0.832749546
1487595,-2072500,2440500,-4.438498497,0.571189106,0.134012833,1.373163819,2.641080618,3.273541689,0.835589826,-0.633555233,-0.280144691,0.834904313
1487596,-2070500,2440500,-4.640759468,0.939393222,0.426853836,0.390112042,2.637630463,3.260359287,0.827925682,-0.571932018,-0.26981926,0.837558091
1487597,-2068500,2440500,-4.809821606,1.268987894,0.385929763,0.514803588,2.634186029,3.247219086,0.819312394,-0.648785353,-0.274457246,0.839236557
1487598,-2066500,2440500,-4.989994526,1.64212203,0.198147491,0.330973893,2.630747318,3.234121084,0.810382664,-0.77179718,-0.293847352,0.84062016
1487599,-2064500,2440500,-5.060225487,1.793683767,0.594141603,1.339761853,2.627314568,3.221066236,0.811243474,-0.746706605,-0.29799813,0.840461373
1488856,449500,2440500,-5.418076992,2.619206905,0.358726472,0.013228529,-0.328816324,-0.532107174,0.547067583,-0.708099544,-0.080820791,0.855499506
1488857,451500,2440500,-5.258815765,2.240811586,0.323298424,0.020792285,-0.3301633,-0.530407131,0.577528119,-0.740843415,-0.077086121,0.854524195
1488858,453500,2440500,-5.117493629,1.919809341,0.257649183,0.037677351,-0.331458181,-0.52876997,0.606619,-0.733941436,-0.091036759,0.853526175
1488859,455500,2440500,-5.005646706,1.675603509,0.15203467,0.022152094,-0.33270061,-0.527196407,0.643519282,-0.687199175,-0.07619185,0.849919736
1488860,457500,2440500,-4.922293186,1.499266744,0.063162893,-0.040300198,-0.333890289,-0.525687158,0.683022678,-0.627177,-0.050125096,0.845428705
1488861,459500,2440500,-4.843388557,1.336793423,0.024915636,-0.052613333,-0.33502686,-0.524243057,0.782589614,-0.451941371,-0.005691679,0.830889642
1488862,461500,2440500,-4.757061481,1.16399622,0.040910583,-0.047600202,-0.336110026,-0.522864759,0.902177513,-0.238301486,0.040677875,0.813016295
1488863,463500,2440500,-4.656926632,0.970052183,0.073442176,-0.014509671,-0.337139517,-0.521552861,0.969422758,0.228358969,0.090217464,0.80369401
1488864,465500,2440500,-4.550683975,0.77190268,0.017621687,0.043845084,-0.338115007,-0.520308137,1.019220591,0.779359162,0.135535777,0.797206998
1488865,467500,2440500,-4.45454216,0.599357247,-0.156649575,0.106525518,-0.339036226,-0.519131064,1.057869911,1.070971012,0.153477848,0.793487132
1488866,469500,2440500,-4.372635365,0.457429051,-0.250692517,0.135499209,-0.339902967,-0.518022358,1.092803001,1.276120663,0.165776327,0.790697277
1488867,471500,2440500,-4.277643681,0.298671424,0.062419854,0.169490531,-0.340714991,-0.516982496,1.119322538,1.443855405,0.165905148,0.79051584
1488868,473500,2440500,-4.10003233,0.018666681,0.410360128,0.42566812,-0.341472,-0.516012073,1.143037558,1.59911871,0.161010072,0.791241646
1488869,475500,2440500,-3.922303915,-0.239564091,0.307368934,0.589484811,-0.342173785,-0.515111506,1.158332229,1.470024109,0.15084371,0.796730638
1488870,477500,2440500,-3.824177027,-0.372725904,-0.244071722,0.561450839,-0.342820227,-0.514281273,1.170819998,1.246143937,0.117008224,0.803830087
1488871,479500,2440500,-3.87091732,-0.310132593,0.161594853,0.30141899,-0.343411028,-0.51352185,1.169970155,0.666532159,0.082560927,0.802809417
1488872,481500,2440500,-3.992665529,-0.13995868,0.373400956,0.132708669,-0.343946129,-0.512833476,1.16467452,-0.031656578,0.111769587,0.799089551
1488873,483500,2440500,-4.14410305,0.086097941,0.427944809,0.050700266,-0.344425321,-0.512216687,1.137851477,0.199014202,0.150249735,0.789812684
1488874,485500,2440500,-4.305296421,0.344239026,0.431775093,0.017752478,-0.344848454,-0.511671662,1.10385251,0.739303052,0.210697547,0.778698564
1488875,487500,2440500,-4.469887733,0.62646693,0.418079972,0.002162038,-0.34521541,-0.511198759,1.082171798,1.275436521,0.266121447,0.773889959
1488876,489500,2440500,-4.635158062,0.928813279,0.392627269,-0.012452151,-0.345526099,-0.510798216,1.06459713,1.810184717,0.255179673,0.771168172
1488877,491500,2440500,-4.796429634,1.242155552,0.358141661,-0.016138667,-0.345780402,-0.510470212,1.042370439,1.858407497,0.240781128,0.769421637
1488878,493500,2440500,-4.952945709,1.563551784,0.317218453,-0.020603167,-0.34597829,-0.510214865,1.018592954,1.744456053,0.21801506,0.767992675
1488879,495500,2440500,-5.102167606,1.885833025,0.267171353,-0.022210434,-0.346119732,-0.510032415,0.993335366,1.469925523,0.207842037,0.769829929
1488880,497500,2440500,-5.242098808,2.202116966,0.20718129,-0.019805266,-0.346204549,-0.509922922,0.967584372,1.14186883,0.214778498,0.772733212
1488881,499500,2440500,-5.372040272,2.508014202,0.137616426,-0.022877967,-0.346232831,-0.509886384,0.914248168,1.131203771,0.20489338,0.783325672
1488882,501500,2440500,-5.490441322,2.796968222,0.059962846,-0.026764864,-0.346204549,-0.509922922,0.851716936,1.226335168,0.183312222,0.796503842
1490924,-2082500,2438500,-5.477929115,2.765971184,0.803179562,-0.167552605,2.65389061,3.322664499,0.806416988,-0.39782542,-0.343062431,0.833702147
1490925,-2080500,2438500,-5.236516953,2.189239025,0.421614766,-0.217508882,2.650406837,3.309277534,0.81622535,-0.427351713,-0.334952861,0.83252269
1490926,-2078500,2438500,-5.066026688,1.806356907,-0.286279649,0.192018539,2.646928787,3.295933247,0.824324608,-0.460401863,-0.331037343,0.831365943
1490927,-2076500,2438500,-5.078426838,1.833522916,0.483446419,-0.167512789,2.643456936,3.282633066,0.831747293,-0.610710859,-0.318114042,0.831978321
1490928,-2074500,2438500,-5.061787128,1.797093034,0.976625264,-0.891595781,2.639990807,3.269375324,0.838944495,-0.800105929,-0.319012552,0.833203197
1490929,-2072500,2438500,-4.633061886,0.924859226,0.867956221,1.407888889,2.636529922,3.256158113,0.832060158,-0.756326675,-0.313092858,0.835698187
1490930,-2070500,2438500,-4.6659832,0.987306476,0.24604997,0.675291955,2.633075476,3.242986441,0.820481896,-0.634823143,-0.303700686,0.83860147
1490931,-2068500,2438500,-4.909768581,1.473188162,0.526037276,-0.212461352,2.629626274,3.229855537,0.807404935,-0.677901506,-0.299951822,0.840438724
1490932,-2066500,2438500,-5.058577061,1.790086746,0.358523369,-0.087984093,2.626183271,3.216768026,0.793828368,-0.775840163,-0.305918992,0.841935694
1490933,-2064500,2438500,-5.158378124,2.011247635,0.501369357,0.70429647,2.622745991,3.203722239,0.788924217,-0.66969496,-0.307523668,0.84213984
1490934,-2062500,2438500,-5.440488338,2.673870087,0.952028751,0.698280215,2.619314671,3.190719843,0.786910832,-0.495522112,-0.293861568,0.841935694
1492189,447500,2438500,-5.553280354,2.954283953,0.444571048,-0.003437447,-0.3329494,-0.52688098,0.519511819,-0.518837035,-0.108797967,0.856248021
1492190,449500,2438500,-5.364818096,2.49070406,0.425058395,0.006329286,-0.334361285,-0.525089025,0.552106678,-0.691675007,-0.085584611,0.855340719
1492191,451500,2438500,-5.18785429,2.077892065,0.396232814,0.018831937,-0.335720986,-0.523360014,0.586541355,-0.7447806,-0.085861936,0.85379833
1492192,453500,2438500,-5.031400204,1.731062174,0.340483427,0.028541334,-0.337028146,-0.521694839,0.621589363,-0.757975757,-0.099344417,0.852051854
1492193,455500,2438500,-4.909041882,1.471678257,0.242180109,0.022133384,-0.338282406,-0.520094335,0.646820307,-0.720007896,-0.068586729,0.850328028
1492194,457500,2438500,-4.82797575,1.305562735,0.129336759,-0.047829553,-0.33948344,-0.518559158,0.668778956,-0.664985836,-0.03315413,0.848604202
1492195,459500,2438500,-4.761586666,1.172925234,0.017415954,-0.069194809,-0.340630919,-0.517090201,0.7664271,-0.486857831,0.021260576,0.834428012
1492196,461500,2438500,-4.694601536,1.042203784,-0.00336419,-0.116838269,-0.341724515,-0.515688121,0.889304876,-0.267694771,0.072466835,0.816078305
1492197,463500,2438500,-4.602030277,0.86668694,0.044625401,-0.065127447,-0.34276396,-0.514353514,0.966084778,0.238532677,0.119294867,0.804941535
1492198,465500,2438500,-4.504572392,0.688344181,-0.083371833,0.020320304,-0.343748927,-0.513087213,1.027498841,0.840447783,0.156251699,0.796208978
1492199,467500,2438500,-4.437578201,0.569578588,-0.519360423,0.031968322,-0.344679147,-0.511889756,1.066604972,1.153191686,0.173405334,0.79253453
1492200,469500,2438500,-4.39871788,0.502118886,-0.63029182,0.006577951,-0.345554352,-0.510761738,1.098275304,1.369545817,0.180910349,0.790561199
1492201,471500,2438500,-4.367926598,0.449411571,0.019311201,-0.10519176,-0.346374303,-0.509703755,1.126050234,1.498630524,0.179447204,0.792171597
